recorded_at ,device_id,appliance_id ,voltage_v,current_a,power_w,power_factor,frequency_hz,energy_kwh,,,,
9/7/2024 9:00,ESP32-001,AP01,220.79,0,0,1,49.98,0,,,,
9/7/2024 9:00,ESP32-001,AP01,221.87,4.994,1004.04,0.906,50.03,1.004,,,,
9/7/2024 9:00,ESP32-001,AP02,222.66,0.592,124.75,0.946,49.99,0.1248,,,,
9/7/2024 9:00,ESP32-001,AP03,226.56,0,0,1,50.03,0,,,,
9/7/2024 9:00,ESP32-001,AP04,226.2,0,0,1,50,0,,,,
9/7/2024 9:00,ESP32-001,AP05,227.41,0,0,1,50,0,,,,
9/7/2024 9:00,ESP32-001,AP06,223.78,0,0,1,50.02,0,,,,
9/7/2024 10:00,ESP32-001,AP01,221.94,0,0,1,49.99,0,,,,
9/7/2024 10:00,ESP32-001,AP01,226.7,0,0,1,50.01,0,,,,
9/7/2024 10:00,ESP32-001,AP01,220.28,0,0,1,50,0,,,,
9/7/2024 10:00,ESP32-001,AP01,222.53,0,0,1,50.01,0,,,,
9/7/2024 10:00,ESP32-001,AP01,223.54,4.748,969.91,0.914,50.01,0.9699,,,,
9/7/2024 10:00,ESP32-001,AP02,219.59,0.656,137.14,0.952,49.96,0.1371,,,,
9/7/2024 10:00,ESP32-001,AP03,224,0,0,1,49.96,0,,,,
9/7/2024 10:00,ESP32-001,AP04,222.91,0,0,1,50.01,0,,,,
9/7/2024 10:00,ESP32-001,AP05,223.6,1.396,282.1,0.904,49.98,0.2821,,,,
9/7/2024 10:00,ESP32-001,AP06,224.46,0,0,1,49.98,0,,,,
9/7/2024 11:00,ESP32-001,AP01,223.07,0,0,1,50,0,,,,
9/7/2024 11:00,ESP32-001,AP01,222.8,0,0,1,50,0,,,,
9/7/2024 11:00,ESP32-001,AP01,228.14,0,0,1,50.01,0,,,,
9/7/2024 11:00,ESP32-001,AP01,223.35,0,0,1,50.02,0,,,,
9/7/2024 11:00,ESP32-001,AP01,226.08,0,0,1,49.99,0,,,,
9/7/2024 11:00,ESP32-001,AP02,223.57,0.201,41.76,0.928,50.03,0.0418,,,,
9/7/2024 11:00,ESP32-001,AP03,225.34,0,0,1,49.98,0,,,,
9/7/2024 11:00,ESP32-001,AP04,224.4,0,0,1,50,0,,,,
9/7/2024 11:00,ESP32-001,AP05,223.25,0,0,1,50.01,0,,,,
9/7/2024 11:00,ESP32-001,AP06,221.46,0,0,1,50,0,,,,
9/7/2024 12:00,ESP32-001,AP01,225.45,0,0,1,49.96,0,,,,
9/7/2024 12:00,ESP32-001,AP01,221.81,0,0,1,49.98,0,,,,
9/7/2024 12:00,ESP32-001,AP01,223.57,0,0,1,50.02,0,,,,
9/7/2024 12:00,ESP32-001,AP01,224.51,0,0,1,49.98,0,,,,
9/7/2024 12:00,ESP32-001,AP01,222.13,0,0,1,49.96,0,,,,
9/7/2024 12:00,ESP32-001,AP02,222.29,0.283,56.55,0.9,50.02,0.0565,,,,
9/7/2024 12:00,ESP32-001,AP03,220.54,0,0,1,50.01,0,,,,
9/7/2024 12:00,ESP32-001,AP04,221.61,0,0,1,50.01,0,,,,
9/7/2024 12:00,ESP32-001,AP05,224.29,1.324,277.93,0.936,49.99,0.2779,,,,
9/7/2024 12:00,ESP32-001,AP06,228.93,0,0,1,50.02,0,,,,
9/7/2024 13:00,ESP32-001,AP01,223.97,0,0,1,50.03,0,,,,
9/7/2024 13:00,ESP32-001,AP01,213.68,0,0,1,50.03,0,,,,
9/7/2024 13:00,ESP32-001,AP01,228.33,0,0,1,50.01,0,,,,
9/7/2024 13:00,ESP32-001,AP01,220.74,0,0,1,50.02,0,,,,
9/7/2024 13:00,ESP32-001,AP01,224.75,0,0,1,49.99,0,,,,
9/7/2024 13:00,ESP32-001,AP02,219.33,0.606,117.3,0.882,50.01,0.1173,,,,
9/7/2024 13:00,ESP32-001,AP03,225.13,0,0,1,49.98,0,,,,
9/7/2024 13:00,ESP32-001,AP04,226.13,0,0,1,50.05,0,,,,
9/7/2024 13:00,ESP32-001,AP05,227.34,0,0,1,49.96,0,,,,
9/7/2024 13:00,ESP32-001,AP06,225.61,0.054,11.58,0.946,49.97,0.0116,,,,
9/7/2024 14:00,ESP32-001,AP01,229.11,0,0,1,49.99,0,,,,
9/7/2024 14:00,ESP32-001,AP01,225.9,0,0,1,49.97,0,,,,
9/7/2024 14:00,ESP32-001,AP01,221.26,0,0,1,50.02,0,,,,
9/7/2024 14:00,ESP32-001,AP01,223.29,0,0,1,50,0,,,,
9/7/2024 14:00,ESP32-001,AP01,225.96,0,0,1,50,0,,,,
9/7/2024 14:00,ESP32-001,AP02,225.29,0.608,120.82,0.882,50.02,0.1208,,,,
9/7/2024 14:00,ESP32-001,AP03,223.4,0,0,1,49.98,0,,,,
9/7/2024 14:00,ESP32-001,AP04,225.44,0,0,1,50.02,0,,,,
9/7/2024 14:00,ESP32-001,AP05,231.15,0,0,1,50.01,0,,,,
9/7/2024 14:00,ESP32-001,AP06,222.15,0,0,1,49.99,0,,,,
9/7/2024 15:00,ESP32-001,AP01,225.85,6.082,1258.86,0.916,49.99,1.2589,,,,
9/7/2024 15:00,ESP32-001,AP01,226.53,4.891,1043.69,0.942,50.03,1.0437,,,,
9/7/2024 15:00,ESP32-001,AP01,221.18,0,0,1,50.01,0,,,,
9/7/2024 15:00,ESP32-001,AP01,222.05,0,0,1,50.04,0,,,,
9/7/2024 15:00,ESP32-001,AP01,221.46,0,0,1,50.03,0,,,,
9/7/2024 15:00,ESP32-001,AP02,223.87,0.36,76.75,0.953,50,0.0767,,,,
9/7/2024 15:00,ESP32-001,AP03,221.63,0,0,1,49.98,0,,,,
9/7/2024 15:00,ESP32-001,AP04,219.04,0,0,1,50,0,,,,
9/7/2024 15:00,ESP32-001,AP05,227.97,0,0,1,50.01,0,,,,
9/7/2024 15:00,ESP32-001,AP06,221.97,0,0,1,49.99,0,,,,
9/7/2024 16:00,ESP32-001,AP01,220.58,0,0,1,50.01,0,,,,
9/7/2024 16:00,ESP32-001,AP01,219.01,0,0,1,49.98,0,,,,
9/7/2024 16:00,ESP32-001,AP01,223.11,0,0,1,49.98,0,,,,
9/7/2024 16:00,ESP32-001,AP01,228.92,0,0,1,49.96,0,,,,
9/7/2024 16:00,ESP32-001,AP01,222.92,0,0,1,50.02,0,,,,
9/7/2024 16:00,ESP32-001,AP02,223.44,0.692,149.53,0.967,50,0.1495,,,,
9/7/2024 16:00,ESP32-001,AP03,220.73,0,0,1,50,0,,,,
9/7/2024 16:00,ESP32-001,AP04,221.28,0,0,1,50,0,,,,
9/7/2024 16:00,ESP32-001,AP05,224.67,0,0,1,50,0,,,,
9/7/2024 16:00,ESP32-001,AP06,224.32,0,0,1,49.97,0,,,,
9/7/2024 17:00,ESP32-001,AP01,223.36,0,0,1,50.04,0,,,,
9/7/2024 17:00,ESP32-001,AP01,222.06,0,0,1,50.01,0,,,,
9/7/2024 17:00,ESP32-001,AP01,227.51,9.973,2142.96,0.945,50,2.143,,,,
9/7/2024 17:00,ESP32-001,AP01,226.92,0,0,1,50.02,0,,,,
9/7/2024 17:00,ESP32-001,AP01,221.2,0,0,1,49.98,0,,,,
9/7/2024 17:00,ESP32-001,AP02,225.8,0.602,129.51,0.953,50,0.1295,,,,
9/7/2024 17:00,ESP32-001,AP03,222.14,0,0,1,50.01,0,,,,
9/7/2024 17:00,ESP32-001,AP04,224.25,0,0,1,49.99,0,,,,
9/7/2024 17:00,ESP32-001,AP05,221.76,0,0,1,50,0,,,,
9/7/2024 17:00,ESP32-001,AP06,223.92,0,0,1,50.02,0,,,,
9/7/2024 18:00,ESP32-001,AP01,225.12,0,0,1,49.98,0,,,,
9/7/2024 18:00,ESP32-001,AP01,223.64,0,0,1,50.03,0,,,,
9/7/2024 18:00,ESP32-001,AP01,226.51,0,0,1,49.97,0,,,,
9/7/2024 18:00,ESP32-001,AP01,229.27,0,0,1,49.96,0,,,,
9/7/2024 18:00,ESP32-001,AP01,221.36,5.377,1058.06,0.889,50.02,1.0581,,,,
9/7/2024 18:00,ESP32-001,AP02,223.13,0.267,52.58,0.884,50,0.0526,,,,
9/7/2024 18:00,ESP32-001,AP03,220.12,0,0,1,50,0,,,,
9/7/2024 18:00,ESP32-001,AP04,225.18,0.527,113.89,0.96,50,0.1139,,,,
9/7/2024 18:00,ESP32-001,AP05,225.85,1.349,272.33,0.894,50.02,0.2723,,,,
9/7/2024 18:00,ESP32-001,AP06,226.76,0,0,1,49.98,0,,,,
9/7/2024 19:00,ESP32-001,AP01,218.9,0,0,1,49.99,0,,,,
9/7/2024 19:00,ESP32-001,AP01,223.22,0,0,1,50.05,0,,,,
9/7/2024 19:00,ESP32-001,AP01,221.49,9.86,1952.52,0.894,50.02,1.9525,,,,
9/7/2024 19:00,ESP32-001,AP01,219.23,0,0,1,50.01,0,,,,
9/7/2024 19:00,ESP32-001,AP01,222.66,0,0,1,50,0,,,,
9/7/2024 19:00,ESP32-001,AP02,223.71,0.481,101.62,0.944,50,0.1016,,,,
9/7/2024 19:00,ESP32-001,AP03,221.82,0,0,1,50,0,,,,
9/7/2024 19:00,ESP32-001,AP04,223.05,0.585,118.75,0.91,49.99,0.1188,,,,
9/7/2024 19:00,ESP32-001,AP05,224.62,1.296,269.66,0.927,49.97,0.2697,,,,
9/7/2024 19:00,ESP32-001,AP06,219.9,0,0,1,50,0,,,,
9/7/2024 20:00,ESP32-001,AP01,220.88,0,0,1,50.01,0,,,,
9/7/2024 20:00,ESP32-001,AP01,226.56,0,0,1,49.99,0,,,,
9/7/2024 20:00,ESP32-001,AP01,228.87,0,0,1,49.99,0,,,,
9/7/2024 20:00,ESP32-001,AP01,224.55,0,0,1,50.01,0,,,,
9/7/2024 20:00,ESP32-001,AP01,228.32,0,0,1,50.04,0,,,,
9/7/2024 20:00,ESP32-001,AP02,221.44,0.227,46.96,0.934,49.97,0.047,,,,
9/7/2024 20:00,ESP32-001,AP03,223.77,0,0,1,50.03,0,,,,
9/7/2024 20:00,ESP32-001,AP04,221.63,0.56,112.88,0.91,50,0.1129,,,,
9/7/2024 20:00,ESP32-001,AP05,221.32,1.414,290.08,0.927,50,0.2901,,,,
9/7/2024 20:00,ESP32-001,AP06,228.55,0,0,1,50,0,,,,
9/7/2024 21:00,ESP32-001,AP01,227.48,5.474,1175.34,0.944,49.99,1.1753,,,,
9/7/2024 21:00,ESP32-001,AP01,223.2,0,0,1,49.97,0,,,,
9/7/2024 21:00,ESP32-001,AP01,228.18,9.624,2075.24,0.945,49.98,2.0752,,,,
9/7/2024 21:00,ESP32-001,AP01,226.18,4.654,972.04,0.923,50,0.972,,,,
9/7/2024 21:00,ESP32-001,AP01,225.06,4.649,944.44,0.903,49.98,0.9444,,,,
9/7/2024 21:00,ESP32-001,AP02,224.26,0.282,59.47,0.942,49.99,0.0595,,,,
9/7/2024 21:00,ESP32-001,AP03,224.66,0,0,1,50,0,,,,
9/7/2024 21:00,ESP32-001,AP04,223.06,0,0,1,50,0,,,,
9/7/2024 21:00,ESP32-001,AP05,224.54,0,0,1,50.01,0,,,,
9/7/2024 21:00,ESP32-001,AP06,227,0.052,10.73,0.901,50.03,0.0107,,,,
9/7/2024 22:00,ESP32-001,AP01,225.48,6.227,1309.3,0.933,49.99,1.3093,,,,
9/7/2024 22:00,ESP32-001,AP01,226.43,4.758,1016.99,0.944,49.99,1.017,,,,
9/7/2024 22:00,ESP32-001,AP01,219.85,8.569,1798.69,0.955,50.02,1.7987,,,,
9/7/2024 22:00,ESP32-001,AP01,229.89,4.38,971,0.964,50.02,0.971,,,,
9/7/2024 22:00,ESP32-001,AP01,224.23,0,0,1,50.04,0,,,,
9/7/2024 22:00,ESP32-001,AP02,227.34,0.223,48.24,0.951,50,0.0482,,,,
9/7/2024 22:00,ESP32-001,AP03,216.97,0,0,1,50.01,0,,,,
9/7/2024 22:00,ESP32-001,AP04,221.92,0.589,120.19,0.919,50,0.1202,,,,
9/7/2024 22:00,ESP32-001,AP05,227.44,1.225,266.73,0.957,49.95,0.2667,,,,
9/7/2024 22:00,ESP32-001,AP06,221.39,0.055,10.94,0.905,50.01,0.0109,,,,
9/7/2024 23:00,ESP32-001,AP01,220.32,0,0,1,50.02,0,,,,
9/7/2024 23:00,ESP32-001,AP01,223.88,5.042,1014.32,0.899,50.01,1.0143,,,,
9/7/2024 23:00,ESP32-001,AP01,226.54,0,0,1,50.01,0,,,,
9/7/2024 23:00,ESP32-001,AP01,217.04,5.105,1051.48,0.949,50,1.0515,,,,
9/7/2024 23:00,ESP32-001,AP01,224.71,0,0,1,50.03,0,,,,
9/7/2024 23:00,ESP32-001,AP02,221.67,0.364,72.81,0.903,50,0.0728,,,,
9/7/2024 23:00,ESP32-001,AP03,227.17,0,0,1,49.99,0,,,,
9/7/2024 23:00,ESP32-001,AP04,217.62,0.598,115.52,0.888,50.02,0.1155,,,,
9/7/2024 23:00,ESP32-001,AP05,221.2,1.224,255.85,0.945,50.02,0.2559,,,,
9/7/2024 23:00,ESP32-001,AP06,224.52,0,0,1,50,0,,,,
10/7/2024 0:00,ESP32-001,AP01,220.57,6.655,1375.06,0.937,50.04,1.3751,,,,
10/7/2024 0:00,ESP32-001,AP01,220.73,0,0,1,50.03,0,,,,
10/7/2024 0:00,ESP32-001,AP01,224.16,0,0,1,49.97,0,,,,
10/7/2024 0:00,ESP32-001,AP01,224.08,4.918,990.87,0.899,50.01,0.9909,,,,
10/7/2024 0:00,ESP32-001,AP01,225.35,4.743,944.69,0.884,50.01,0.9447,,,,
10/7/2024 0:00,ESP32-001,AP02,226.38,0.405,85.99,0.939,50.01,0.086,,,,
10/7/2024 0:00,ESP32-001,AP03,223.44,0,0,1,50,0,,,,
10/7/2024 0:00,ESP32-001,AP04,224.07,0,0,1,50,0,,,,
10/7/2024 0:00,ESP32-001,AP05,225.21,0,0,1,49.99,0,,,,
10/7/2024 0:00,ESP32-001,AP06,223.13,0,0,1,50.01,0,,,,
10/7/2024 1:00,ESP32-001,AP01,219.44,6.171,1300.2,0.96,49.99,1.3002,,,,
10/7/2024 1:00,ESP32-001,AP01,223.84,4.321,934.34,0.966,49.99,0.9343,,,,
10/7/2024 1:00,ESP32-001,AP01,225.47,9.159,1943.07,0.941,49.99,1.9431,,,,
10/7/2024 1:00,ESP32-001,AP01,225.56,5.077,1064.54,0.93,49.99,1.0645,,,,
10/7/2024 1:00,ESP32-001,AP01,226.04,5.124,1072.39,0.926,49.99,1.0724,,,,
10/7/2024 1:00,ESP32-001,AP02,221.25,0.228,47.27,0.936,50.01,0.0473,,,,
10/7/2024 1:00,ESP32-001,AP03,224.95,0,0,1,50,0,,,,
10/7/2024 1:00,ESP32-001,AP04,228.16,0,0,1,50,0,,,,
10/7/2024 1:00,ESP32-001,AP05,222.95,0,0,1,50.01,0,,,,
10/7/2024 1:00,ESP32-001,AP06,219.4,0,0,1,49.96,0,,,,
10/7/2024 2:00,ESP32-001,AP01,229.74,6.663,1384.6,0.904,49.99,1.3846,,,,
10/7/2024 2:00,ESP32-001,AP01,222.4,4.731,1001.67,0.952,50,1.0017,,,,
10/7/2024 2:00,ESP32-001,AP01,221.96,0,0,1,50,0,,,,
10/7/2024 2:00,ESP32-001,AP01,223.92,4.969,1035.63,0.931,50.02,1.0356,,,,
10/7/2024 2:00,ESP32-001,AP01,223.85,4.753,991.8,0.932,50.01,0.9918,,,,
10/7/2024 2:00,ESP32-001,AP02,225.46,0.597,118.92,0.883,50,0.1189,,,,
10/7/2024 2:00,ESP32-001,AP03,223.1,0,0,1,50.03,0,,,,
10/7/2024 2:00,ESP32-001,AP04,223.34,0,0,1,50.01,0,,,,
10/7/2024 2:00,ESP32-001,AP05,221.43,0,0,1,50.02,0,,,,
10/7/2024 2:00,ESP32-001,AP06,220.08,0,0,1,50,0,,,,
10/7/2024 3:00,ESP32-001,AP01,229.37,6.373,1343.84,0.919,50,1.3438,,,,
10/7/2024 3:00,ESP32-001,AP01,228.54,4.843,1033.83,0.934,49.97,1.0338,,,,
10/7/2024 3:00,ESP32-001,AP01,222.54,0,0,1,49.97,0,,,,
10/7/2024 3:00,ESP32-001,AP01,226.88,4.477,955.05,0.94,49.97,0.955,,,,
10/7/2024 3:00,ESP32-001,AP01,228.3,4.368,955.02,0.958,50.05,0.955,,,,
10/7/2024 3:00,ESP32-001,AP02,224.12,0.439,92.56,0.941,49.96,0.0926,,,,
10/7/2024 3:00,ESP32-001,AP03,228.62,0,0,1,50.02,0,,,,
10/7/2024 3:00,ESP32-001,AP04,221.35,0,0,1,49.99,0,,,,
10/7/2024 3:00,ESP32-001,AP05,227.5,0,0,1,50.02,0,,,,
10/7/2024 3:00,ESP32-001,AP06,223.36,0,0,1,49.98,0,,,,
10/7/2024 4:00,ESP32-001,AP01,224.88,6.404,1302.51,0.904,50.02,1.3025,,,,
10/7/2024 4:00,ESP32-001,AP01,225.86,5.434,1137.37,0.927,50.04,1.1374,,,,
10/7/2024 4:00,ESP32-001,AP01,222.76,0,0,1,49.98,0,,,,
10/7/2024 4:00,ESP32-001,AP01,225.84,0,0,1,49.99,0,,,,
10/7/2024 4:00,ESP32-001,AP01,225.16,0,0,1,49.98,0,,,,
10/7/2024 4:00,ESP32-001,AP02,224.6,0.27,56.59,0.932,50.01,0.0566,,,,
10/7/2024 4:00,ESP32-001,AP03,225.47,0,0,1,49.99,0,,,,
10/7/2024 4:00,ESP32-001,AP04,225.66,0,0,1,49.97,0,,,,
10/7/2024 4:00,ESP32-001,AP05,223.36,0,0,1,49.99,0,,,,
10/7/2024 4:00,ESP32-001,AP06,224.05,0,0,1,50.02,0,,,,
10/7/2024 5:00,ESP32-001,AP01,229.03,7.074,1463.67,0.903,49.98,1.4637,,,,
10/7/2024 5:00,ESP32-001,AP01,226.37,4.501,929.35,0.912,50.01,0.9293,,,,
10/7/2024 5:00,ESP32-001,AP01,220.18,0,0,1,50.05,0,,,,
10/7/2024 5:00,ESP32-001,AP01,220.84,4.357,916.62,0.953,49.98,0.9166,,,,
10/7/2024 5:00,ESP32-001,AP01,219.59,4.53,913.66,0.919,49.99,0.9137,,,,
10/7/2024 5:00,ESP32-001,AP02,225.78,0.496,101.91,0.909,50.01,0.1019,,,,
10/7/2024 5:00,ESP32-001,AP03,224.68,0,0,1,49.99,0,,,,
10/7/2024 5:00,ESP32-001,AP04,226.54,0,0,1,49.99,0,,,,
10/7/2024 5:00,ESP32-001,AP05,223.11,0,0,1,50.03,0,,,,
10/7/2024 5:00,ESP32-001,AP06,216.17,0,0,1,49.96,0,,,,
10/7/2024 6:00,ESP32-001,AP01,221.19,0,0,1,50,0,,,,
10/7/2024 6:00,ESP32-001,AP01,220.15,0,0,1,50,0,,,,
10/7/2024 6:00,ESP32-001,AP01,223.2,0,0,1,49.95,0,,,,
10/7/2024 6:00,ESP32-001,AP01,228.2,4.568,942.62,0.904,50.01,0.9426,,,,
10/7/2024 6:00,ESP32-001,AP01,225.33,0,0,1,49.98,0,,,,
10/7/2024 6:00,ESP32-001,AP02,221.34,0.732,145.86,0.9,50,0.1459,,,,
10/7/2024 6:00,ESP32-001,AP03,223.01,0,0,1,50.03,0,,,,
10/7/2024 6:00,ESP32-001,AP04,219.98,0,0,1,49.98,0,,,,
10/7/2024 6:00,ESP32-001,AP05,225.37,0,0,1,49.97,0,,,,
10/7/2024 6:00,ESP32-001,AP06,219.39,0,0,1,49.98,0,,,,
10/7/2024 7:00,ESP32-001,AP01,230.36,0,0,1,49.99,0,,,,
10/7/2024 7:00,ESP32-001,AP01,224.6,0,0,1,49.98,0,,,,
10/7/2024 7:00,ESP32-001,AP01,225.97,0,0,1,50.02,0,,,,
10/7/2024 7:00,ESP32-001,AP01,223.58,0,0,1,50.01,0,,,,
10/7/2024 7:00,ESP32-001,AP01,223.27,0,0,1,50.01,0,,,,
10/7/2024 7:00,ESP32-001,AP02,224.59,0.554,110.05,0.884,50.01,0.11,,,,
10/7/2024 7:00,ESP32-001,AP03,218.84,0,0,1,50.02,0,,,,
10/7/2024 7:00,ESP32-001,AP04,222.44,0,0,1,49.98,0,,,,
10/7/2024 7:00,ESP32-001,AP05,224.12,0,0,1,49.99,0,,,,
10/7/2024 7:00,ESP32-001,AP06,225.91,0,0,1,49.99,0,,,,
10/7/2024 8:00,ESP32-001,AP01,223.86,0,0,1,49.99,0,,,,
10/7/2024 8:00,ESP32-001,AP01,220.69,0,0,1,49.99,0,,,,
10/7/2024 8:00,ESP32-001,AP01,224.95,0,0,1,49.97,0,,,,
10/7/2024 8:00,ESP32-001,AP01,222.35,0,0,1,49.97,0,,,,
10/7/2024 8:00,ESP32-001,AP01,222.52,0,0,1,49.99,0,,,,
10/7/2024 8:00,ESP32-001,AP02,224.86,0.261,53.24,0.908,50.02,0.0532,,,,
10/7/2024 8:00,ESP32-001,AP03,225.31,0,0,1,50.01,0,,,,
10/7/2024 8:00,ESP32-001,AP04,217.01,0,0,1,50.01,0,,,,
10/7/2024 8:00,ESP32-001,AP05,225.38,0,0,1,50.03,0,,,,
10/7/2024 8:00,ESP32-001,AP06,224.24,0,0,1,50.01,0,,,,
10/7/2024 9:00,ESP32-001,AP01,227.07,0,0,1,50,0,,,,
10/7/2024 9:00,ESP32-001,AP01,227.84,0,0,1,49.99,0,,,,
10/7/2024 9:00,ESP32-001,AP01,228.96,0,0,1,49.96,0,,,,
10/7/2024 9:00,ESP32-001,AP01,226.68,0,0,1,50.01,0,,,,
10/7/2024 9:00,ESP32-001,AP01,224.76,0,0,1,50.04,0,,,,
10/7/2024 9:00,ESP32-001,AP02,226.2,0.552,110.8,0.888,50.01,0.1108,,,,
10/7/2024 9:00,ESP32-001,AP03,222.07,0,0,1,50.03,0,,,,
10/7/2024 9:00,ESP32-001,AP04,225.73,0,0,1,50,0,,,,
10/7/2024 9:00,ESP32-001,AP05,223.14,0,0,1,49.98,0,,,,
10/7/2024 9:00,ESP32-001,AP06,225.63,0,0,1,49.99,0,,,,
10/7/2024 10:00,ESP32-001,AP01,225.49,0,0,1,49.99,0,,,,
10/7/2024 10:00,ESP32-001,AP01,221.14,0,0,1,49.98,0,,,,
10/7/2024 10:00,ESP32-001,AP01,222.65,0,0,1,50.02,0,,,,
10/7/2024 10:00,ESP32-001,AP01,226.92,0,0,1,50,0,,,,
10/7/2024 10:00,ESP32-001,AP01,227.08,0,0,1,50.03,0,,,,
10/7/2024 10:00,ESP32-001,AP02,228.73,0.339,68.56,0.884,50,0.0686,,,,
10/7/2024 10:00,ESP32-001,AP03,219.32,0,0,1,49.98,0,,,,
10/7/2024 10:00,ESP32-001,AP04,223.98,0,0,1,50.01,0,,,,
10/7/2024 10:00,ESP32-001,AP05,222.23,0,0,1,50.03,0,,,,
10/7/2024 10:00,ESP32-001,AP06,213.71,0,0,1,49.98,0,,,,
10/7/2024 11:00,ESP32-001,AP01,220.22,0,0,1,49.97,0,,,,
10/7/2024 11:00,ESP32-001,AP01,223.87,0,0,1,49.99,0,,,,
10/7/2024 11:00,ESP32-001,AP01,226.88,0,0,1,49.97,0,,,,
10/7/2024 11:00,ESP32-001,AP01,220.83,0,0,1,50.02,0,,,,
10/7/2024 11:00,ESP32-001,AP01,228.49,0,0,1,49.98,0,,,,
10/7/2024 11:00,ESP32-001,AP02,225.56,0.313,66.81,0.946,50.04,0.0668,,,,
10/7/2024 11:00,ESP32-001,AP03,230.03,0,0,1,50,0,,,,
10/7/2024 11:00,ESP32-001,AP04,223.79,0,0,1,50.02,0,,,,
10/7/2024 11:00,ESP32-001,AP05,227.33,0,0,1,49.97,0,,,,
10/7/2024 11:00,ESP32-001,AP06,227.27,0,0,1,50.03,0,,,,
10/7/2024 12:00,ESP32-001,AP01,219.31,0,0,1,50.01,0,,,,
10/7/2024 12:00,ESP32-001,AP01,227.41,0,0,1,49.96,0,,,,
10/7/2024 12:00,ESP32-001,AP01,225.68,0,0,1,50.01,0,,,,
10/7/2024 12:00,ESP32-001,AP01,217.74,0,0,1,49.98,0,,,,
10/7/2024 12:00,ESP32-001,AP01,224.45,0,0,1,50.01,0,,,,
10/7/2024 12:00,ESP32-001,AP02,223.28,0.756,149.43,0.886,50.01,0.1494,,,,
10/7/2024 12:00,ESP32-001,AP03,222.19,0,0,1,50,0,,,,
10/7/2024 12:00,ESP32-001,AP04,225.17,0,0,1,49.99,0,,,,
10/7/2024 12:00,ESP32-001,AP05,222.8,0,0,1,50.03,0,,,,
10/7/2024 12:00,ESP32-001,AP06,222.46,0,0,1,50,0,,,,
10/7/2024 13:00,ESP32-001,AP01,224.71,0,0,1,50.01,0,,,,
10/7/2024 13:00,ESP32-001,AP01,225.45,0,0,1,49.98,0,,,,
10/7/2024 13:00,ESP32-001,AP01,227.31,9.247,1994.51,0.949,49.99,1.9945,,,,
10/7/2024 13:00,ESP32-001,AP01,218,0,0,1,49.97,0,,,,
10/7/2024 13:00,ESP32-001,AP01,230.22,4.783,1065.15,0.967,50.02,1.0652,,,,
10/7/2024 13:00,ESP32-001,AP02,227.36,0.367,79.02,0.948,49.99,0.079,,,,
10/7/2024 13:00,ESP32-001,AP03,229.98,0,0,1,49.96,0,,,,
10/7/2024 13:00,ESP32-001,AP04,226.29,0,0,1,49.98,0,,,,
10/7/2024 13:00,ESP32-001,AP05,219.34,0,0,1,49.99,0,,,,
10/7/2024 13:00,ESP32-001,AP06,223.74,0,0,1,50.02,0,,,,
10/7/2024 14:00,ESP32-001,AP01,226.5,0,0,1,50.02,0,,,,
10/7/2024 14:00,ESP32-001,AP01,222.31,0,0,1,49.97,0,,,,
10/7/2024 14:00,ESP32-001,AP01,225.32,0,0,1,50.02,0,,,,
10/7/2024 14:00,ESP32-001,AP01,220.71,0,0,1,49.98,0,,,,
10/7/2024 14:00,ESP32-001,AP01,227.77,0,0,1,50,0,,,,
10/7/2024 14:00,ESP32-001,AP02,223.7,0.208,42.33,0.91,50.01,0.0423,,,,
10/7/2024 14:00,ESP32-001,AP03,222.67,0,0,1,50.02,0,,,,
10/7/2024 14:00,ESP32-001,AP04,221.42,0,0,1,50.02,0,,,,
10/7/2024 14:00,ESP32-001,AP05,221.54,0,0,1,50.01,0,,,,
10/7/2024 14:00,ESP32-001,AP06,221.66,0,0,1,50.03,0,,,,
10/7/2024 15:00,ESP32-001,AP01,225.66,0,0,1,49.98,0,,,,
10/7/2024 15:00,ESP32-001,AP01,225.63,0,0,1,50.01,0,,,,
10/7/2024 15:00,ESP32-001,AP01,221.22,0,0,1,49.97,0,,,,
10/7/2024 15:00,ESP32-001,AP01,223.37,0,0,1,49.99,0,,,,
10/7/2024 15:00,ESP32-001,AP01,220.54,0,0,1,49.96,0,,,,
10/7/2024 15:00,ESP32-001,AP02,217.93,0.354,71.54,0.928,50,0.0715,,,,
10/7/2024 15:00,ESP32-001,AP03,225.42,0,0,1,49.97,0,,,,
10/7/2024 15:00,ESP32-001,AP04,227.74,0,0,1,50.01,0,,,,
10/7/2024 15:00,ESP32-001,AP05,230,0,0,1,49.96,0,,,,
10/7/2024 15:00,ESP32-001,AP06,228.31,0,0,1,50.01,0,,,,
10/7/2024 16:00,ESP32-001,AP01,227.68,6.344,1286.76,0.891,50,1.2868,,,,
10/7/2024 16:00,ESP32-001,AP01,226.5,0,0,1,50.03,0,,,,
10/7/2024 16:00,ESP32-001,AP01,231.23,0,0,1,50,0,,,,
10/7/2024 16:00,ESP32-001,AP01,226.53,0,0,1,50.01,0,,,,
10/7/2024 16:00,ESP32-001,AP01,224.36,0,0,1,49.99,0,,,,
10/7/2024 16:00,ESP32-001,AP02,228.87,0.707,145.19,0.898,50,0.1452,,,,
10/7/2024 16:00,ESP32-001,AP03,218.85,0,0,1,50.01,0,,,,
10/7/2024 16:00,ESP32-001,AP04,224.9,0,0,1,50.01,0,,,,
